_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
3599,A1392781,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,NEUTERED,2020-08-30,5,2025-08-30,BEH M,STRAY,OTC,,2025-09-11,RTF,,FERAL,COCONUT DR X TULLY RD,SAN JOSE,2025-09-11
3600,A1392790,SALEM,KITTEN,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2025-08-06,0,2025-08-30,HEALTHY,STRAY,OTC,,2025-10-08,ADOPTION,,HEALTHY,STORY RD X LYNDALE AVE,SAN JOSE,2025-10-08
3601,A1392791,CORALINE,KITTEN,BLACK,WHITE,DOMESTIC SH,SPAYED,2025-08-06,0,2025-08-30,MED R,STRAY,OTC,,2025-10-08,ADOPTION,,HEALTHY,STORY RD X LYNDALE AVE,SAN JOSE,2025-10-08
3602,A1392792,,KITTEN,TABBY-BRN,WHITE,DOMESTIC LH,MALE,2025-07-15,0,2025-08-30,MED R,STRAY,OTC,,2025-08-31,RESCUE,,MED R,FITZGERALD DR X ALHAMBRA AVE,CUPERTINO,2025-08-31
3603,A1392795,SAGE,KITTEN,BLACK,,DOMESTIC SH,SPAYED,2025-08-02,0,2025-08-30,MED R,STRAY,OTC,,2025-10-11,ADOPTION,,HEALTHY,GRAND BLVD X PACIFIC AVE,SAN JOSE,2025-10-11
3604,A1392807,TOOTSIE,KITTEN,WHITE,GRAY,DOMESTIC SH,SPAYED,2025-08-01,0,2025-08-30,NURSING,STRAY,OTC,,2025-10-02,ADOPTION,,HEALTHY,S PARK VICTORIA DR/YOSEMITE DR,MILPITAS,2025-10-02
3605,A1392809,APPLE,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-08-01,0,2025-08-30,NURSING,STRAY,OTC,,2025-10-12,ADOPTION,,HEALTHY,S PARK VICTORIA DR/YOSEMITE DR,MILPITAS,2025-10-12
3606,A1392810,ORANGE,KITTEN,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-08-01,0,2025-08-30,NURSING,STRAY,OTC,,2025-10-18,ADOPTION,,HEALTHY,S PARK VICTORIA DR/YOSEMITE DR,MILPITAS,2025-10-18
3607,A1392814,EVA,DOG,TAN,,CHOW CHOW,FEMALE,,,2025-08-30,HEALTHY,STRAY,FIELD,,2025-08-31,RTO,,,TULLY RD / S WHITE RD,SAN JOSE,2025-10-10
3608,A1392817,CLEO,DOG,WHITE,TAN,CHIHUAHUA SH,FEMALE,,,2025-08-31,PREGNANT,CONFISCATE,POLICE,,2025-09-02,RTO,,HEALTHY,,SAN JOSE,2025-10-21
3609,A1392847,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2020-09-01,5,2025-08-31,MED SEV,STRAY,OTC,,2025-09-02,DIED,,MED SEV,EDGEVIEW DR/EDGEVIEW CT,SAN JOSE,2025-09-02
3610,A1392850,,KITTEN,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2025-07-22,0,2025-08-31,MED R,STRAY,OTC,,2025-09-01,RESCUE,,MED R,FITZGERALD DR/STOKES AVE,SAN JOSE,2025-09-01
3611,A1392853,OLAF,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-08-24,0,2025-08-31,NURSING,STRAY,OTC,,2025-10-10,ADOPTION,,HEALTHY,RUBION X FERNISH,SAN JOSE,2025-10-10
3612,A1392863,ZEUS,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-07-19,0,2025-08-31,NURSING,STRAY,OTC,,2025-09-19,ADOPTION,,HEALTHY,BRIARCREST X ROYAL CREST,SAN JOSE,2025-09-19
3613,A1392864,,KITTEN,TABBY-BRN,,DOMESTIC SH,MALE,2025-08-28,0,2025-08-31,NURSING,STRAY,OTC,,2025-09-27,RESCUE,,NURSING,S SUNSET AVE/E SAN ANTONIO ST,SAN JOSE,2025-10-21
3614,A1392870,SHADOW,DOG,BLACK,WHITE,PIT BULL,MALE,2022-08-31,3,2025-08-31,HEALTHY,CONFISCATE,POLICE,,2025-09-12,RTO,,HEALTHY,,SAN JOSE,2025-09-12
3615,A1392870,SHADOW,DOG,BLACK,WHITE,PIT BULL,MALE,2022-08-31,3,2025-07-10,HEALTHY,CONFISCATE,POLICE,,2025-07-16,RTO,,,,SAN JOSE,2025-09-12
3616,A1392873,TWIZLER,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-07-01,0,2025-08-31,HEALTHY,STRAY,OTC,,2025-09-19,ADOPTION,,HEALTHY,TARTER CT/TARTER WAY,SAN JOSE,2025-09-19
3617,A1392875,CHARLIE,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-07-15,0,2025-08-31,HEALTHY,STRAY,OTC,,2025-09-19,ADOPTION,,HEALTHY,TARTER CT/TARTER WAY,SAN JOSE,2025-09-19
3618,A1392876,RUNNER,KITTEN,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2025-07-15,0,2025-08-31,HEALTHY,STRAY,OTC,,2025-09-19,ADOPTION,,HEALTHY,TARTER CT/TARTER WAY,SAN JOSE,2025-09-19
3619,A1392877,,KITTEN,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2025-07-15,0,2025-08-31,HEALTHY,STRAY,OTC,,2025-09-19,ADOPTION,,HEALTHY,TARTER CT/TARTER WAY,SAN JOSE,2025-09-19
3620,A1392878,,KITTEN,BLACK,,DOMESTIC SH,FEMALE,2025-08-25,0,2025-08-31,NURSING,STRAY,OTC,,2025-09-10,EUTH,,NURSING,DUMPED,SAN JOSE,2025-09-10
3621,A1392887,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,,2025-08-31,HEALTHY,STRAY,OTC,,2025-08-31,TRANSFER,,HEALTHY,0 BLOCK N KING RD X ALUM ROCK AVE,SAN JOSE,2025-08-31
3622,A1392891,,CAT,BLACK,WHITE,DOMESTIC SH,UNKNOWN,,,2025-08-31,HEALTHY,STRAY,OTC,,2025-08-31,TRANSFER,,HEALTHY,0 BLOCK N KING RD X ALUM ROCK AVE,SAN JOSE,2025-08-31
3623,A1392893,GUERO,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,,,2025-08-31,MED R,STRAY,OTC,,2025-09-05,ADOPTION,,HEALTHY,BROWN AVE/SYLVANDALE AVE,SAN JOSE,2025-09-05
3624,A1392932,TWIN,DOG,GRAY,WHITE,PIT BULL,MALE,2024-09-01,1,2025-09-01,BEH M,OWNER SUR,FIELD,,2025-10-14,RESCUE,,BEH U,,SAN JOSE,2025-10-14
3625,A1392935,MOLLY,DOG,WHITE,,MALTESE,FEMALE,2013-09-02,12,2025-09-01,MED EMERG,CONFISCATE,ASO,,2025-09-23,RESCUE,,MED EMERG,,SAN JOSE,2025-09-23
3626,A1392936,CHARLIE,DOG,BLACK,,CHIHUAHUA SH,NEUTERED,2020-09-01,5,2025-09-01,MED M,CONFISCATE,ASO,,2025-09-20,RESCUE,,MED M,,SAN JOSE,2025-09-20
3627,A1392937,CALI,DOG,BROWN,,POMERANIAN,FEMALE,2017-09-01,8,2025-09-01,MED R,CONFISCATE,ASO,,2025-09-20,RESCUE,,MED M,,SAN JOSE,2025-09-20
3628,A1392938,,KITTEN,BLACK,,DOMESTIC SH,MALE,2025-08-01,0,2025-09-01,NURSING,STRAY,FIELD,,2025-09-12,EUTH,,MED SEV,PEPPERMINT X TAFFY,SAN JOSE,2025-09-12
3629,A1392939,JAX,KITTEN,BLACK,GRAY,DOMESTIC SH,NEUTERED,2025-08-01,0,2025-09-01,NURSING,STRAY,FIELD,,2025-10-22,ADOPTION,,HEALTHY,PEPPERMINT X TAFFY,SAN JOSE,2025-10-22
3630,A1392940,TOBY,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-08-01,0,2025-09-01,NURSING,STRAY,FIELD,,2025-10-28,ADOPTION,,HEALTHY,PEPPERMINT X TAFFY,SAN JOSE,2025-10-28
3631,A1392946,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,,2025-09-02,PREGNANT,STRAY,OTC,,2025-09-05,RTF,,FERAL,PINECREST CT/TIMBERLINE DR,SAN JOSE,2025-09-05
3632,A1392947,PEPPER,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2025-08-07,0,2025-09-02,NURSING,STRAY,OTC,,2025-10-29,ADOPTION,,HEALTHY,W WILLIAM ST/COLTON PL,SAN JOSE,2025-10-29
3633,A1392948,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,,2025-09-02,MED EMERG,STRAY,OTC,,2025-09-02,EUTH,,MED EMERG,BURTON AVE,SAN JOSE,2025-09-04
3634,A1392950,WEDGE,KITTEN,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-08-01,0,2025-09-02,MED R,STRAY,OTC,,2025-09-23,ADOPTION,,HEALTHY,ILIKAI AVE,SAN JOSE,2025-09-23
3635,A1392959,,CAT,PT-FLAME,,DOMESTIC SH,SPAYED,,,2025-09-02,FERAL,STRAY,,,2025-09-11,RTF,,FERAL,S 11TH ST/MARGARET ST,SAN JOSE,2025-09-11
3636,A1392970,ROXY,DOG,BLACK,,LABRADOR RETR,SPAYED,2024-09-02,1,2025-09-02,HEALTHY,STRAY,OTC,,2025-09-11,ADOPTION,,HEALTHY,1400 BLOCK MONTEREY RD,SAN JOSE,2025-09-11
3637,A1392973,,CAT,BLACK,,DOMESTIC SH,SPAYED,2023-09-02,2,2025-09-02,PREGNANT,STRAY,OTC,,2025-11-01,RTF,,FERAL,MONTE VERANO CT APARTMENTS,SAN JOSE,2025-11-01
3638,A1393023,GINGER,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,,2025-09-03,FERAL,STRAY,OTC,,2025-09-03,RTO,,HEALTHY,S SECOND ST,SAN JOSE,2025-09-03
3639,A1393047,,CAT,GRAY,,DOMESTIC SH,NEUTERED,2017-09-18,8,2025-09-02,MED SEV,STRAY,OTC,,2025-09-18,EUTH,,MED SEV,MONTEREY RD,SAN JOSE,2025-09-18
3640,A1393049,ROCKY,DOG,BROWN,,PIT BULL,NEUTERED,2025-07-26,0,2025-12-09,HEALTHY,RETURN,OTC,,2025-12-11,ADOPTION,,HEALTHY,,SAN JOSE,2025-12-11
3641,A1393050,PALOMA,KITTEN,TABBY-GRAY,,DOMESTIC SH,SPAYED,2025-08-01,0,2025-09-02,NURSING,STRAY,OTC,,2025-11-02,ADOPTION,,HEALTHY,GLENA CT/ KILCHOAN WAY,SAN JOSE,2025-11-02
3642,A1393052,,DOG,BROWN,,YORKSHIRE TERR,FEMALE,2013-09-03,12,2025-09-02,MED SEV,STRAY,OTC,,2025-09-03,EUTH,,MED SEV,DANIEL MALONEY DR,SAN JOSE,2025-09-03
3643,A1393056,MONA,KITTEN,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2025-08-01,0,2025-09-02,NURSING,STRAY,OTC,,2025-11-02,ADOPTION,,HEALTHY,GLENA CT/ KILCHOAN WAY,SAN JOSE,2025-11-02
3644,A1393057,MORA,KITTEN,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,2025-08-01,0,2025-09-02,NURSING,STRAY,OTC,,2025-11-02,ADOPTION,,HEALTHY,GLENA CT/ KILCHOAN WAY,SAN JOSE,2025-11-02
3645,A1393058,BROTHER,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2023-09-03,2,2025-09-02,MED R,STRAY,OTC,,2025-09-13,ADOPTION,,HEALTHY,DRIFTER DR/SUISSE DR,SAN JOSE,2025-09-13
3646,A1393060,CRUELLA DE VIL,DOG,WHITE,BLACK,CHIHUAHUA SH,FEMALE,2023-09-02,2,2025-09-02,HEALTHY,CONFISCATE,ASO,,2025-09-05,RTO,,HEALTHY,,MILPITAS,2025-09-05
3647,A1393061,BATMAN,DOG,BROWN,WHITE,CHIHUAHUA SH,MALE,2023-09-02,2,2025-09-02,HEALTHY,CONFISCATE,ASO,,2025-09-05,RTO,,HEALTHY,,MILPITAS,2025-09-05
3648,A1393062,BABY/ BABY LOVE,DOG,BLACK,TAN,CHIHUAHUA SH,SPAYED,2022-11-30,3,2025-09-02,HEALTHY,CONFISCATE,ASO,,2025-09-05,RTO,,HEALTHY,,MILPITAS,2025-09-05
3649,A1393062,BABY/ BABY LOVE,DOG,BLACK,TAN,CHIHUAHUA SH,SPAYED,2022-11-30,4,2026-01-11,HEALTHY,CONFISCATE,POLICE,,2026-01-31,RESCUE,,HEALTHY,,SAN JOSE,2026-01-31
3650,A1393079,MATCHA,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-09-02,0,2025-09-03,NURSING,STRAY,,,2025-11-13,ADOPTION,,HEALTHY,BORN IN SHELTER,SAN JOSE,2025-11-13
3651,A1393079,MATCHA,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-09-02,0,2025-11-13,HEALTHY,RETURN,OTC,,2025-11-16,ADOPTION,,HEALTHY,,SAN JOSE,2025-11-16
3652,A1393080,PUMPKIN,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-09-02,0,2025-11-13,HEALTHY,RETURN,OTC,,2025-11-14,ADOPTION,,HEALTHY,,SAN JOSE,2025-11-14
3653,A1393080,PUMPKIN,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-09-02,0,2025-09-03,NURSING,STRAY,,,2025-11-13,ADOPTION,,HEALTHY,BORN IN SHELTER,SAN JOSE,2025-11-13
3654,A1393081,OREO,KITTEN,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-09-02,0,2025-09-03,NURSING,STRAY,,,2025-11-13,ADOPTION,,HEALTHY,BORN IN SHELTER,SAN JOSE,2025-11-13
3655,A1393082,PEPPER,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-09-02,0,2025-09-03,NURSING,STRAY,,,2025-11-12,ADOPTION,,HEALTHY,BORN IN SHELTER,SAN JOSE,2025-11-12
3656,A1393083,TARA,DOG,BLACK,BROWN,ROTTWEILER,SPAYED,2023-09-03,3,2026-01-07,HEALTHY,CONFISCATE,POLICE,,2026-02-03,ADOPTION,,HEALTHY,,SAN JOSE,2026-02-03
3657,A1393085,SOLOVINA,DOG,TAN,,GERM SHEPHERD,SPAYED,2024-09-03,2,2026-01-07,HEALTHY,CONFISCATE,POLICE,,2026-03-14,ADOPTION,,HEALTHY,,SAN JOSE,2026-03-14
3658,A1393085,SOLOVINA,DOG,TAN,,GERM SHEPHERD,SPAYED,2024-09-03,1,2025-11-09,HEALTHY,STRAY,OTC,,2025-12-16,ADOPTION,,HEALTHY,S 24TH / E WILLIAM ST,SAN JOSE,2025-12-19
3659,A1393087,,PUPPY,BLACK,,PIT BULL,MALE,2025-08-03,0,2025-09-03,HEALTHY,STRAY,OTC,,2025-09-04,RESCUE,,HEALTHY,MONTEREY RD X CURTNER,SAN JOSE,2025-09-04
3660,A1393101,PRINCESS KENNY,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-08-07,0,2025-09-03,MED R,STRAY,OTC,,2025-10-08,ADOPTION,,HEALTHY,OAK FLAT RD/RIDGETREE WAY,SAN JOSE,2025-10-08
3661,A1393102,POPPY,KITTEN,TABBY-BUFF,,DOMESTIC SH,SPAYED,2025-08-07,0,2025-09-03,MED R,STRAY,OTC,,2025-10-10,ADOPTION,,HEALTHY,OAK FLAT RD/RIDGETREE WAY,SAN JOSE,2025-12-04
3662,A1393102,POPPY,CAT,TABBY-BUFF,,DOMESTIC SH,SPAYED,2025-08-07,0,2025-12-05,MED R,OWNER SUR,OTC,,2025-12-05,RTO,,MED R,,SAN JOSE,2025-12-05
3663,A1393103,SASSAFRAS,KITTEN,TORBI-BRN,,DOMESTIC SH,SPAYED,2025-08-07,0,2025-09-03,MED R,STRAY,OTC,,2025-10-18,ADOPTION,,HEALTHY,OAK FLAT RD/RIDGETREE WAY,SAN JOSE,2025-10-18
3664,A1393104,MARBLE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-03-03,0,2025-09-03,MED SEV,STRAY,FIELD,IP ADOPT,2025-09-12,ADOPTION,,MED R,VOLLMER WAY X S KING RD,SAN JOSE,2025-09-12
3665,A1393104,MARBLE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-03-03,0,2025-11-17,HEALTHY,OWNER SUR,OTC,,2025-11-23,ADOPTION,,HEALTHY,,SAN JOSE,2025-11-23
3666,A1393104,MARBLE,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-03-03,1,2026-01-02,HEALTHY,OWNER SUR,OTC,,2026-01-11,ADOPTION,,HEALTHY,,SAN JOSE,2026-01-11
3667,A1393111,FRED,KITTEN,ORANGE,,DOMESTIC SH,NEUTERED,2025-08-01,0,2025-09-03,HEALTHY,STRAY,OTC,,2025-09-05,ADOPTION,,HEALTHY,PINECREST CT/TIMBERLINE DR,SAN JOSE,2025-09-05
3668,A1393112,SYPHA,KITTEN,TABBY-GRAY,,DOMESTIC SH,SPAYED,2025-07-22,0,2025-09-03,HEALTHY,STRAY,OTC,,2025-09-22,ADOPTION,,HEALTHY,PINECREST CT/TIMBERLINE DR,SAN JOSE,2025-09-22
3669,A1393113,JEFF,KITTEN,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2025-08-01,0,2025-09-03,HEALTHY,STRAY,OTC,,2025-09-05,ADOPTION,,HEALTHY,PINECREST CT/TIMBERLINE DR,SAN JOSE,2025-09-05
3670,A1393114,AUTUMN,KITTEN,CALICO-DIL,WHITE,DOMESTIC SH,SPAYED,2025-07-22,0,2025-09-03,HEALTHY,STRAY,OTC,,2025-09-26,ADOPTION,,HEALTHY,PINECREST CT/TIMBERLINE DR,SAN JOSE,2025-09-26
3671,A1393115,BARBARA,KITTEN,TABBY-BRN,,DOMESTIC SH,SPAYED,2025-07-22,0,2025-09-03,HEALTHY,STRAY,OTC,,2025-09-22,ADOPTION,,HEALTHY,PINECREST CT/TIMBERLINE DR,SAN JOSE,2025-09-22
3672,A1393116,VIOLET,KITTEN,TABBY-GRAY,,DOMESTIC SH,SPAYED,2025-07-25,0,2025-09-03,MED SEV,STRAY,OTC,,2025-10-05,ADOPTION,,HEALTHY,BERYLWOOD X BADGERWOOD,MILPITAS,2025-10-05
3673,A1393118,,CAT,PT-LILAC,,DOMESTIC SH,SPAYED,2023-09-03,2,2025-09-03,PREGNANT,STRAY,OTC,,2025-09-08,RTF,,BEH M,WOOL DR/KENNEDY DR,SAN JOSE,2025-09-08
3674,A1393119,,KITTEN,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-07-30,0,2025-09-03,MED SEV,STRAY,OTC,,2025-09-03,EUTH,,MED SEV,PRINCETON DR/PURDUE PL,SAN JOSE,2025-09-03
3675,A1393121,,CAT,GRAY,WHITE,DOMESTIC SH,MALE,2024-09-03,1,2025-09-03,MED SEV,STRAY,FIELD,,2025-09-03,EUTH,,MED SEV,OTHELLO AVE / ENESCO AVE,SAN JOSE,2025-09-03
3676,A1393124,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,,,2025-09-03,MED SEV,STRAY,OTC,,2025-09-04,EUTH,,MED SEV,LISBON DR / PIEDMONT RD,SAN JOSE,2025-09-04
3677,A1393141,TRAP 6,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2023-03-01,3,2026-02-14,MED R,STRAY,OTC,,2026-02-20,RTF,,,BIRD AVE X HULET ST,SAN JOSE,2026-02-20
3678,A1393169,TIMOTHY,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,,,2025-09-04,MED SEV,STRAY,OTC,,2025-09-04,EUTH,,MED SEV,W HUMBOLDT ST,SAN JOSE,2025-09-04
3679,A1393198,CANDY CORN,KITTEN,ORANGE,WHITE,DOMESTIC SH,NEUTERED,2025-07-24,0,2025-09-04,MED R,STRAY,MEDVET,,2025-09-18,ADOPTION,,HEALTHY,STORY RD. / ROEHAMPTON AVE.,SAN JOSE,2025-09-18
3680,A1393200,,CAT,TABBY-GRAY,,DOMESTIC SH,UNKNOWN,,,2025-09-04,MED EMERG,STRAY,OTC,,2025-09-04,EUTH,,MED EMERG,NORDALE AVE/ ROCKSPRINGS DR,SAN JOSE,2025-09-04
3681,A1393217,DINO,DOG,BROWN,BLACK,CHIHUAHUA SH,MALE,,,2025-09-04,HEALTHY,STRAY,OTC,,2025-09-04,ADOPTION,,HEALTHY,VILLA STONE DR / LANOS ST,SAN JOSE,2025-09-04
3682,A1393220,,KITTEN,TABBY-BRN,,DOMESTIC SH,FEMALE,2025-07-17,0,2025-09-04,MED EMERG,STRAY,FIELD,,2025-09-04,EUTH,,MED SEV,SUNSET CT X SUNSET ST,SAN JOSE,2025-09-04
3683,A1393227,,KITTEN,PT-LILAC,,DOMESTIC SH,NEUTERED,2025-08-15,0,2025-09-05,MED R,STRAY,OTC,,2025-10-23,ADOPTION,,HEALTHY,FLORENCE AVE/ NANCY LN,SAN JOSE,2025-10-23
3684,A1393241,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,,2025-09-05,PREGNANT,STRAY,OTC,,2025-10-31,RTF,,BEH M,FALCATO DR/PEDRO AVE,MILPITAS,2025-10-31
3685,A1393243,MOJO JOJO,KITTEN,WHITE,BLACK,DOMESTIC SH,NEUTERED,2025-07-08,0,2025-09-05,FERAL,STRAY,OTC,,2025-09-27,ADOPTION,,HEALTHY,TAYLOR/COLEMAN,SAN JOSE,2025-09-27
3686,A1393247,,KITTEN,TABBY-ORG,WHITE,DOMESTIC SH,FEMALE,2025-07-31,0,2025-09-05,MED R,STRAY,OTC,,2025-09-06,RESCUE,,MED R,STORY RD/ROEHAMPTON AVE,SAN JOSE,2025-09-09
3687,A1393256,DR. PEPPER,KITTEN,GRAY,,DOMESTIC SH,SPAYED,2025-07-29,0,2025-09-05,NURSING,STRAY,OTC,,2025-10-05,ADOPTION,,HEALTHY,FOREST AVE/ CLARMAR WAY,SAN JOSE,2025-10-05
3688,A1393257,DUKE,DOG,BROWN,BLACK,YORKSHIRE TERR,MALE,,,2025-09-05,MED R,OWNER SUR,OTC,,2025-09-05,RESCUE,,HEALTHY,,SAN JOSE,2025-09-05
3689,A1393258,BRUNO,DOG,BROWN,WHITE,BORDER TERRIER,NEUTERED,2023-09-06,2,2025-09-05,HEALTHY,STRAY,OTC,,2025-09-08,RTO,,HEALTHY,MCKEE RD X TOYON AVE,SAN JOSE,2025-09-08
3690,A1393258,BRUNO,DOG,BROWN,WHITE,BORDER TERRIER,NEUTERED,2023-09-06,2,2025-11-25,HEALTHY,STRAY,OTC,,2025-11-26,RTO,,HEALTHY,MCKEE RD X TOYON ABE,SAN JOSE,2025-11-26
3691,A1393262,SOOKIE,KITTEN,TABBY-GRAY,WHITE,DOMESTIC SH,SPAYED,2025-07-29,0,2025-09-05,NURSING,STRAY,OTC,,2025-10-05,ADOPTION,,HEALTHY,FOREST AVE/ CLARMAR WAY,SAN JOSE,2025-10-05
3692,A1393263,,KITTEN,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2025-07-29,0,2025-09-05,NURSING,STRAY,OTC,,2025-10-03,ADOPTION,,HEALTHY,FOREST AVE/ CLARMAR WAY,SAN JOSE,2025-10-03
3693,A1393265,,KITTEN,TABBY-BRN,,DOMESTIC SH,NEUTERED,2025-07-29,0,2025-09-05,NURSING,STRAY,OTC,,2025-10-04,ADOPTION,,HEALTHY,FOREST AVE/ CLARMAR WAY,SAN JOSE,2025-10-04
3694,A1393274,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,,2025-09-05,NURSING,STRAY,OTC,,2025-09-07,TRANSFER,,NURSING,FRENCH CT/ DEMPSEY RD,MILPITAS,2025-09-07
3695,A1393275,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,,2025-09-05,NURSING,STRAY,OTC,,2025-09-07,TRANSFER,,NURSING,FRENCH CT/ DEMPSEY RD,MILPITAS,2025-09-07
3696,A1393278,BRUCE,KITTEN,BLACK,,DOMESTIC SH,NEUTERED,2025-07-25,0,2025-09-05,HEALTHY,STRAY,OTC,,2025-10-08,ADOPTION,,HEALTHY,ROTHROCK DR/MATHER DR,SAN JOSE,2025-10-08
3697,A1393292,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,,,2025-09-05,MED SEV,STRAY,OTC,,2025-09-08,EUTH,,MED EMERG,900 BLOCK TOMLINSON LN X LIDO WAY,SAN JOSE,2025-09-08
3698,A1393300,GARFIELD,CAT,TABBY-ORG,,DOMESTIC SH,MALE,2024-04-08,1,2025-09-05,MED SEV,STRAY,OTC,,2025-09-16,RTO,,MED R,TULLY RD/ MCLAUGHLIN AVE,SAN JOSE,2025-09-18
3699,A1393342,,KITTEN,BLACK,WHITE,DOMESTIC SH,UNKNOWN,2025-08-31,0,2025-09-06,MED R,STRAY,FIELD,,2025-09-07,TRANSFER,,NURSING,MURILLO AVE/WOODLEY DR,SAN JOSE,2025-09-07
3700,A1393367,MEENIE,CAT,WHITE,,DOMESTIC LH,NEUTERED,2020-09-08,5,2025-09-06,MED SEV,STRAY,OTC,,2025-09-12,EUTH,,MED SEV,LA ROSSA CIR/ALMADEN RD,SAN JOSE,2025-09-12
3701,A1393376,LOKI,KITTEN,PT-LYNX,,DOMESTIC SH,NEUTERED,2025-08-06,0,2025-09-06,NURSING,STRAY,OTC,IP ADOPT,2025-11-05,ADOPTION,,HEALTHY,MIDDFLE PARK DR X FOWLER RD,SAN JOSE,2025-11-05
3702,A1393377,OSAKA,KITTEN,BLACK,WHITE,DOMESTIC SH,SPAYED,2025-08-06,0,2025-09-06,NURSING,STRAY,OTC,IP ADOPT,2025-11-06,ADOPTION,,HEALTHY,MIDDFLE PARK DR X FOWLER RD,SAN JOSE,2025-11-06
3703,A1393381,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,,2025-09-06,MED R,STRAY,OTC,,2025-09-06,RESCUE,,MED R,BUCKNER SR/ DALE DR,SAN JOSE,2025-09-09
3704,A1393393,SUMO,KITTEN,TABBY-ORG,,DOMESTIC SH,NEUTERED,2025-07-08,0,2025-09-06,HEALTHY,STRAY,OTC,,2025-09-09,ADOPTION,,HEALTHY,QUIMBY RD/ TULLY,SAN JOSE,2025-09-09
3705,A1393431,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,,,2025-09-07,PREGNANT,STRAY,OTC,,2025-09-09,RTF,,BEH M,MT EVEREST DR/MT STANLEY DR,SAN JOSE,2025-09-09
3706,A1393435,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,,2025-09-07,MED SEV,STRAY,OTC,,2025-09-07,EUTH,,MED SEV,MARMONT WAY/HIGHWOOD DR,SAN JOSE,2025-09-07
3707,A1393437,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2019-09-09,6,2025-09-07,MED R,STRAY,OTC,,2025-09-10,RTF,,FERAL,VISTA X SUMMIT,SAN JOSE,2025-09-10
3708,A1393439,ZUKO,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2025-03-08,0,2025-09-07,MED R,STRAY,OTC,,2025-09-13,RTF,,BEH M,SNELL AVE/ W CAPITOL EXPY,SAN JOSE,2025-09-13
3709,A1393441,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,,2025-09-07,MED SEV,STRAY,OTC,,2025-09-09,EUTH,,MED SEV,SEVILLE WAY/SPRINGSONG DR,SAN JOSE,2025-09-11
3710,A1393447,,KITTEN,TABBY-BRN,,DOMESTIC SH,UNKNOWN,2025-08-07,0,2025-09-07,MED R,STRAY,OTC,,2025-09-16,RESCUE,,MED R,THE ALAMEDA/JULIAN ST,SAN JOSE,2025-09-16
